budget;genres;imdb_id;original_title;overview;popularity;production_companies;production_countries;release_date;revenue;runtime;spoken_languages;vote_average;vote_count
9000000.0;Horror;tt0441796;Stay Alive;"After the mysterious, brutal death of an old friend, a group of teenagers find themselves in possession of ""Stay Alive,"" an ultra-realistic 3-D videogame based on the spine-chilling true story of a 17th century noblewoman, known as ""The Blood Countess."" The gamers don't know anything about the game other than they're not supposed to have it... and they're dying to play it. Not able to resist temptation, the kids begin to play the grisly game but soon make a chilling connection -- they are each being murdered one-by-one in the same way as the characters they played in the game. As the line between the game world and the real world disappears, the teens must find a way to defeat the vicious and merciless Blood Countess, all the while trying to... stay alive.";4.854551;4.0;1.0;2006-03-24;27105095.0;100.0;1.0;;157.0
70000000.0;Crime;;Basic Instinct 2;Novelist Catherine Tramell is once again in trouble with the law, and Scotland Yard appoints psychiatrist Dr. Michael Glass to evaluate her. Though, like Detective Nick Curran before him, Glass is entranced by Tramell and lured into a seductive game.;15.321902;4.0;3.0;2006-03-29;38629478.0;114.0;2.0;4.6;183.0
475000.0;Drama;tt0393109;Brick;A teenage loner pushes his way into the underworld of a high school crime ring to investigate the disappearance of his ex-girlfriend.;9.00314;1.0;1.0;2005-01-30;3919254.0;110.0;1.0;6.8;366.0
20000000.0;Drama;tt0466856;ATL;As four friends prepare for life after high school, different challenges bring about turning points in each of their lives. The dramas unfold and resolve at their local rollerskating rink, Cascade.;2.582818;1.0;1.0;2006-03-31;21170563.0;105.0;1.0;6.0;33.0
18000000.0;Action;tt0386741;Renaissance;To find Ilona and unlock the secrets of her disappearance, Karas must plunge deep into the parallel worlds of corporate espionage, organized crime and genetic research - where the truth imprisons whoever finds it first and miracles can be bought but at a great price.;9.746725;4.0;3.0;2006-03-16;1831348.0;105.0;2.0;6.7;78.0
6500000.0;Comedy;tt0436331;Friends with Money;After she quits her lucrative job, Olivia finds herself unsure about her future and her relationships with her successful and wealthy friends.;8.869162;1.0;1.0;2006-09-07;13368437.0;88.0;1.0;5.1;132.0
45000000.0;Comedy;tt0362120;Scary Movie 4;"Cindy finds out the house she lives in is haunted by a little boy and goes on a quest to find out who killed him and why. Also, Alien ""Tr-iPods"" are invading the world and she has to uncover the secret in order to stop them.";13.096692;1.0;1.0;2006-04-13;178262620.0;83.0;1.0;5.3;779.0
950000.0;Drama;tt0424136;Hard Candy;A mature 14-year old girl meets a charming 32-year old photographer on the Internet. Suspecting that he is a pedophile, she goes to his home in an attempt to expose him.;9.62025;1.0;1.0;2005-01-14;7022209.0;103.0;1.0;6.8;726.0
8000000.0;Animation;tt0093743;Pinocchio and the Emperor of the Night;Pinocchio and his friends, a glow worm and a marionette, search for a magic music box. However, so are the evil Scalawag and the Emperor of the Night.;0.743274;0.0;0.0;1987-08-06;3261638.0;83.0;1.0;5.3;4.0
60000000.0;Action;tt0443632;The Sentinel;A secret service agent is framed as the mole in an assassination attempt on the president. He must clear his name and foil another assassination attempt while on the run from a relentless FBI agent.;12.915358;8.0;1.0;2006-04-19;77920346.0;108.0;1.0;5.8;230.0
80000000.0;Family;tt0405469;The Wild;An adolescent lion is accidentally shipped from the New York Zoo to Africa. Now running free, his zoo pals must put aside their differences to help bring him back.;7.904333;5.0;2.0;2006-03-06;37384046.0;94.0;1.0;5.1;246.0
50000000.0;Horror;tt0384537;Silent Hill;The eerie and deserted ghost town of Silent Hill draws a young mother desperate to find a cure for her only child's illness. Unable to accept the doctor's diagnosis that her daughter should be permanently institutionalized for psychiatric care, Rose flees with her child, heading for the abandoned town in search of answers – and ignoring the protests of her husband. It's soon clear this place is unlike anywhere she's ever been. It's smothered by fog, inhabited by a variety of strange beings and periodically overcome by a living 'darkness' that literally transforms everything it touches. As Rose searches for her little girl, she begins to learn the history of the strange town and realizes that her daughter is just a pawn in a larger game.;7.938457;4.0;4.0;2006-04-21;97607453.0;125.0;1.0;6.3;1093.0
1601792.0;Drama;tt0387055;Batalla en el cielo;Set in Mexico City, Carlos Reygadas's sexually explicit drama centers on a man in turmoil over his past actions. Chauffer Marcos feels compelled to reveal a dark secret to his boss's daughter, Ana, a wealthy woman who works as a prostitute just for the thrill of it. Marcos confesses that he and his wife committed a crime that ended in horrible tragedy. Haunted by his past, Marcos searches for redemption.;2.329513;3.0;5.0;2005-05-15;253527.0;96.0;1.0;5.6;24.0
17000000.0;Comedy;tt0465142;American Dreamz;"The new season of ""American Dreamz,"" the wildly popular television singing contest, has captured the country's attention, as the competition looks to be between a young Midwestern gal (Moore) and a showtunes-loving young man from Orange County (Golzari). Recently awakened President Staton (Quaid) even wants in on the craze, as he signs up for the potential explosive season finale.";4.936369;2.0;1.0;2006-03-04;7314027.0;107.0;2.0;4.9;
558000.0;Drama;tt0023196;Mata Hari;A semi-fictionalized account of the life of Mata Hari, an exotic dancer who was accused of spying for Germany during World War I.;1.41344;1.0;1.0;1931-12-26;2227000.0;89.0;1.0;6.1;9.0
6000000.0;Action;tt0427954;ต้มยำกุ้ง;In Bangkok, the young Kham was raised by his father in the jungle with elephants as members of their family. When his old elephant and the baby Kern are stolen by criminals, Kham finds that the animals were sent to Sidney. He travels to Australia, where he locates the baby elephant in a restaurant owned by the evil Madame Rose, the leader of an international Thai mafia. With the support of the efficient Thai sergeant Mark, who was involved in a conspiracy, Kham fights to rescue the animal from the mobsters.;9.005167;3.0;2.0;2005-08-11;27165581.0;108.0;4.0;6.8;171.0
150000000.0;Adventure;tt0317919;Mission: Impossible III;Retired from active duty to train new IMF agents, Ethan Hunt is called back into action to confront sadistic arms dealer, Owen Davian. Hunt must try to protect his girlfriend while working with his new team to complete the mission.;15.687983;7.0;3.0;2006-05-03;397850012.0;126.0;6.0;6.5;2062.0
50000000.0;Comedy;tt0449089;RV;Climbing aboard their mammoth recreational vehicle for a cross-country road trip to the Colorado Rockies, the McNeive family – led by dysfunctional patriarch, Bob – prepares for the adventure of a lifetime. But spending two weeks together in one seriously small space has a way of cramping their style.;11.511424;6.0;3.0;2006-04-28;87528173.0;99.0;1.0;5.6;503.0
15000000.0;Drama;tt0475276;United 93;A real time account of the events on United Flight 93, one of the planes hijacked on 9/11 that crashed near Shanksville, Pennsylvania when passengers foiled the terrorist plot.;10.527141;4.0;3.0;2006-04-28;76286096.0;111.0;3.0;6.9;377.0
8000000.0;Drama;tt0398027;Down in the Valley;On a trip to the beach, a teenage girl named Tobe meets a charismatic stranger named Harlan, who dresses like a cowboy and claims to be a former ranch hand. The pair feel an instant attraction and begin a relationship, but her father, a lawman, is suspicious of her lover.;11.448612;1.0;1.0;2005-05-13;852872.0;112.0;2.0;6.0;64.0
80000000.0;Comedy;tt0327084;Over the Hedge;A scheming raccoon fools a mismatched family of forest creatures into helping him repay a debt of food, by invading the new suburban sprawl that popped up while they were hibernating – and learns a lesson about family himself.;9.382953;2.0;1.0;2006-04-22;343397247.0;83.0;1.0;6.3;1116.0
160000000.0;Adventure;tt0409182;Poseidon;A packed cruise ship traveling the Atlantic is hit and overturned by a massive wave, compelling the passengers to begin a dramatic fight for their lives.;6.581669;6.0;1.0;2006-05-12;181674817.0;99.0;2.0;5.5;594.0
125000000.0;Thriller;tt0382625;The Da Vinci Code;When the curator of the Louvre is found murdered in the famed museum's hallowed halls, Harvard professor, Robert Langdon and cryptographer, Sophie Neve must untangle a deadly web of deceit involving the works of Leonardo da Vinci.;18.566706;4.0;4.0;2006-05-17;767820459.0;149.0;4.0;6.5;2773.0
210000000.0;Adventure;tt0376994;X-Men: The Last Stand;When a cure is found to treat mutations, lines are drawn amongst the X-Men and The Brotherhood, a band of powerful mutants organized under Xavier's former ally, Magneto.;0.867943;11.0;3.0;2006-05-24;459359555.0;104.0;1.0;6.3;3581.0
52000000.0;Romance;tt0452594;The Break-Up;Cohabitating couple Gary and Brooke find their once-blissful romance on the rocks when petty spats about lemons and dirty dishes mushroom into an all-out battle for custody of their upscale Chicago condo. An escalating argument ensues as Gary and Brooke continue to live under the same roof, all while cooking up schemes to drive each other off the premises.;6.327193;3.0;1.0;2006-06-01;204999686.0;106.0;1.0;5.6;851.0
400000.0;Drama;tt0417385;Twelve and Holding;Three pre-adolescents with virginal and eager-of-signals naivety, hit headlong against monstrous and inhospitable loneliness, in the incandescent fire among the ashes of their own inocence.;1.829593;1.0;1.0;2005-09-11;95687.0;90.0;1.0;7.0;20.0
120000000.0;Animation;tt0317219;Cars;Lightning McQueen, a hotshot rookie race car driven to succeed, discovers that life is about the journey, not the finish line, when he finds himself unexpectedly detoured in the sleepy Route 66 town of Radiator Springs. On route across the country to the big Piston Cup Championship in California to compete against two seasoned pros, McQueen gets to know the town's offbeat characters.;18.907948;2.0;1.0;2006-06-08;461983149.0;117.0;4.0;6.6;3991.0
9600000.0;Drama;tt0343996;The Lost City;In Havana, Cuba in the late 1950's, a wealthy family, one of whose sons is a prominent nightclub owner, is caught in the violent transition from the oppressive regime of Batista to the Marxist government of Fidel Castro. Castro's regime ultimately leads the nightclub owner to flee to New York.;2.637004;1.0;1.0;2005-09-03;4386236.0;144.0;1.0;5.9;25.0
1700000.0;Comedy;tt0360016;Standing Still;A chain reaction of confrontations and romantic encounters occurs when college friends reunite for one's wedding.;2.095106;3.0;1.0;2005-01-02;12762.0;90.0;1.0;5.7;12.0
25000000.0;Drama;tt0466909;The Omen;A diplomatic couple adopts the son of the devil without knowing it. A remake of the classic horror film of the same name from 1976.;5.670679;2.0;1.0;2006-06-06;119188334.0;110.0;1.0;5.3;287.0
32000000.0;Comedy;tt0457510;Nacho Libre;"Nacho Libre is loosely based on the story of Fray Tormenta (""Friar Storm""), aka Rev. Sergio Gutierrez Benitez, a real-life Mexican Catholic priest who had a 23-year career as a masked luchador. He competed in order to support the orphanage he directed. The producers are Jack Black, David Klawans, Julia Pistor, and Mike White.";12.042646;3.0;1.0;2006-06-16;80197993.0;92.0;2.0;5.6;368.0
40000000.0;Romance;tt0410297;The Lake House;A lonely doctor who once occupied an unusual lakeside home begins exchanging love letters with its former resident, a frustrated architect. They must try to unravel the mystery behind their extraordinary romance before it's too late.;12.589019;4.0;1.0;2006-06-16;114830111.0;99.0;1.0;6.5;689.0
82500000.0;Comedy;tt0389860;Click;A workaholic architect finds a universal remote that allows him to fast-forward and rewind to different parts of his life. Complications arise when the remote starts to overrule his choices.;9.796552;4.0;1.0;2006-06-22;237681299.0;107.0;3.0;6.0;2167.0
35000000.0;Comedy;tt0458352;The Devil Wears Prada;The Devil Wears Prada is about a young journalist who moves to New York to work in the fashion industry. Her boss however is extremely demanding and cruel and won’t let her succeed if she doesn’t fit into the high class elegant look of their magazine when all she really wants to be a good journalist.;13.102384;5.0;1.0;2006-06-30;326551094.0;109.0;2.0;;3198.0
200000000.0;Adventure;tt0383574;Pirates of the Caribbean: Dead Man's Chest;Captain Jack Sparrow works his way out of a blood debt with the ghostly Davey Jones, he also attempts to avoid eternal damnation.;29.455314;3.0;1.0;2006-06-20;1065659812.0;151.0;4.0;7.0;5380.0
54000000.0;Comedy;tt0463034;You, Me and Dupree;After standing in as best man for his longtime friend Carl Petersen, Randy Dupree loses his job, becomes a barfly and attaches himself to the newlywed couple almost permanently -- as their houseguest. But the longer Dupree camps out on their couch, the closer he gets to Carl's bride, Molly, leaving the frustrated groom wondering when his pal will be moving out.;8.570085;3.0;1.0;2006-07-14;130431368.0;108.0;1.0;5.4;421.0
5000000.0;Comedy;tt0424345;Clerks II;A calamity at Dante and Randall's shops sends them looking for new horizons - but they ultimately settle at Mooby's, a fictional Disney-McDonald's-style fast-food empire.;8.466725;2.0;1.0;2006-05-25;26888376.0;97.0;1.0;6.9;407.0
75000000.0;Drama;tt0452637;Lady in the Water;Apartment building superintendent Cleveland Heep rescues what he thinks is a young woman from the pool he maintains. When he discovers that she is actually a character from a bedtime story who is trying to make the journey back to her home, he works with his tenants to protect his new friend from the creatures that are determined to keep her in our world.;8.704554;3.0;1.0;2006-07-21;42285169.0;110.0;1.0;5.3;415.0
40000000.0;Drama;tt0422720;Marie Antoinette;The retelling of France's iconic but ill-fated queen, Marie Antoinette. From her betrothal and marriage to Louis XVI at 15 to her reign as queen at 19 and ultimately the fall of Versailles.;8.852557;6.0;3.0;2006-05-24;60474340.0;123.0;3.0;6.5;662.0
1000000.0;Documentary;tt0489037;Who Killed the Electric Car?;In 1996, electric cars began to appear on roads all over California. They were quiet and fast, produced no exhaust, and ran without gasoline... Ten years later, these cars were destroyed.;8.570312;3.0;1.0;2006-08-04;1678874.0;92.0;3.0;7.2;59.0
1000000.0;Documentary;tt0497116;An Inconvenient Truth;A documentary on Al Gore's campaign to make the issue of global warming a recognized problem worldwide.;6.684925;3.0;1.0;2006-01-24;;100.0;1.0;6.7;257.0
85000000.0;Action;tt0463985;The Fast and the Furious: Tokyo Drift;In order to avoid a jail sentence, Sean Boswell heads to Tokyo to live with his military father. In a low-rent section of the city, Shaun gets caught up in the underground world of drift racing;2.238808;1.0;2.0;2006-06-03;158468292.0;104.0;2.0;6.1;1749.0
270000000.0;Adventure;tt0348150;Superman Returns;Superman returns to discover his 5-year absence has allowed Lex Luthor to walk free, and that those he was closest too felt abandoned and have moved on. Luthor plots his ultimate revenge that could see millions killed and change the face of the planet forever, as well as ridding himself of the Man of Steel.;13.284712;4.0;1.0;2006-06-28;391081192.0;154.0;3.0;5.4;1429.0
8000000.0;Comedy;tt0449059;Little Miss Sunshine;A family loaded with quirky, colorful characters piles into an old van and road trips to California for little Olive to compete in a beauty pageant.;5.320117;3.0;1.0;2006-07-26;100523181.0;102.0;1.0;7.5;1728.0
11000000.0;Crime;tt0085384;Curse of the Pink Panther;Inspector Clouseau disappears, and the Surete wants the world's second best detective to look for him. However, Clouseau's enemy, Dreyfus, rigs the Surete's computer to select, instead, the world's WORST detective, NYPD Sgt. Clifton Sleigh. Sleigh obtusely bungles his way past assassins and corrupt officials as though he were Clouseau's American cousin.;8.046375;3.0;2.0;1983-08-12;4491986.0;109.0;1.0;3.6;42.0
25000000.0;Drama;tt0449467;Babel;Tragedy strikes a married couple on vacation in the Moroccan desert, touching off an interlocking story involving four different families.;12.60853;4.0;4.0;2006-09-08;135330182.0;143.0;6.0;6.9;1083.0
12000000.0;Horror;tt0079758;Prophecy;A Savage beast, grown to monstrous size and driven mad by toxic wastes that are poisoning the waters, spreads terror and death on a Maine countryside.;3.579175;1.0;1.0;1979-01-01;54000000.0;102.0;1.0;5.4;25.0
64000000.0;Comedy;tt0430304;Little Man;After leaving the prison, the dwarf criminal Calvin Sims joins to his moron brother Percy to steal an expensive huge diamond in a jewelry for the mobster Walken. They are chased by the police, and Calvin hides the stone in the purse of the executive Vanessa Edwards, whose husband Darryl Edwards wants to have a baby. Percy convinces Calvin to dress like a baby and be left in front of the Edwards's house to get inside the house and retrieve the diamond. Darryl and Vanessa keep Calvin for the weekend and decide to adopt him, while Walken threatens Darryl to get the stone back.;7.067602;2.0;1.0;2006-08-31;101595121.0;98.0;1.0;5.3;269.0
75000000.0;Animation;tt0385880;Monster House;Monsters under the bed are scary enough, but what happens when an entire house is out to get you? Three teens aim to find out when they go up against a decrepit neighboring home and unlock its frightening secrets.;15.402378;5.0;1.0;2006-07-21;140175006.0;91.0;1.0;6.3;912.0
33000000.0;Action;tt0417148;Snakes on a Plane;America is on the search for the murderer Eddie Kim. Sean Jones must fly to L.A. to testify in a hearing against Kim. Accompanied by FBI agent Neville Flynn, the flight receives some unexpected visitors.;7.418574;1.0;1.0;2006-08-06;62022014.0;105.0;2.0;5.1;504.0
4000000.0;Comedy;tt0457513;Scoop;An American journalism student in London scoops a big story, and begins an affair with an aristocrat as the incident unfurls.;8.16339;4.0;1.0;2006-07-27;31584901.0;96.0;1.0;6.4;435.0
72500000.0;Comedy;tt0415306;Talladega Nights: The Ballad of Ricky Bobby;"Lifelong friends and national idols Ricky Bobby and Cal Naughton Jr. have earned their NASCAR stripes with their uncanny knack of finishing races in the first and second slots, respectively, and slinging catchphrases like ""Shake and bake!"" But when a rival French driver coasts onto the track to challenge their records, they'll have to floor it to retain their top-dog status.";6.936688;2.0;1.0;2006-08-04;162966177.0;116.0;1.0;6.2;497.0
110000000.0;Action;tt0477347;Night at the Museum;Chaos reigns at the natural history museum when night watchman Larry Daley accidentally stirs up an ancient curse, awakening Attila the Hun, an army of gladiators, a Tyrannosaurus rex and other exhibits. Larry tries desperately to keep the museum under control, but he's fighting a losing battle until President Teddy Roosevelt comes to the rescue.;16.661966;4.0;2.0;2006-10-20;574480841.0;108.0;3.0;6.4;2949.0
63000000.0;Drama;tt0469641;World Trade Center;On September, 11th 2001, after the terrorist attack to the World Trade Center, the building collapses over the rescue team from the Port Authority Police Department. Will Jimeno and his sergeant John McLoughlin are found alive trapped under the wreckage while the rescue teams fight to save them.;13.332102;4.0;1.0;2006-08-09;162945894.0;128.0;1.0;5.9;461.0
30000000.0;Comedy;tt0420223;Stranger Than Fiction;Everybody knows that your life is a story. But what if a story was your life? Harold Crick is your average IRS agent: monotonous, boring, and repetitive. But one day this all changes when Harold begins to hear an author inside his head narrating his life. But when the narration reveals he is going to die, Harold must find the author and convince them to change the ending.;10.798092;2.0;1.0;2006-09-09;53653224.0;113.0;1.0;7.1;743.0
2160000.0;Drama;tt0038213;The Valley of Decision;Mary Rafferty comes from a poor family of steel mill workers in 19th Century Pittsburgh. Her family objects when she goes to work as a maid for the wealthy Scott family which controls the mill. Mary catches the attention of handsome scion Paul Scott, but their romance is complicated by Paul's engagement to someone else and a bitter strike among the mill workers.;0.230534;1.0;1.0;1945-06-01;9132000.0;119.0;1.0;5.8;4.0
135000000.0;Action;tt0430357;Miami Vice;Miami Vice is a feature film based on the 1980s action drama TV series. The film tells the story of vice detectives Crockett and Tubbs and how their personal and professional lives are dangerously getting mixed.;11.72545;5.0;4.0;2006-07-27;163794509.0;134.0;2.0;5.7;494.0
55000000.0;Drama;tt0454921;The Pursuit of Happyness;The true story of Christopher Gardner, who invests heavily in a device known as a 'Bone Density Scanner', only to find himself struggle to sell the product as it's just marginally better than the current technology, and much more expensive. His wife leaves him,  he loses his house, bank account and credit cards and, now forced to live out in the streets with his young son,  he's desperate to find a steady job. He takes on a job as a stockbroker but, before he can receive pay, he needs to go through 6 months of training, and must sell his devices.;20.981716;4.0;1.0;2006-12-14;307077295.0;117.0;2.0;7.7;2607.0
18000000.0;Comedy;tt0455967;John Tucker Must Die;After discovering they are all dating the same same guy, three popular students from different cliques band together for revenge, so they enlist the help of a new gal in town and conspire to break the jerk's heart, while destroying his reputation.;7.810301;5.0;2.0;2006-07-27;41009669.0;87.0;1.0;5.9;375.0
50000000.0;Fantasy;tt0429589;The Ant Bully;"Fed up with being targeted by the neighborhood bully, 10-year-old Lucas Nickle vents his frustrations on the anthill in his front yard ... until the insects shrink him to the size of a bug with a magic elixir. Convicted of ""crimes against the colony,"" Lucas can only regain his freedom by living with the ants and learning their ways.";7.000272;4.0;1.0;2006-07-27;55181129.0;88.0;1.0;5.5;375.0
750000.0;Comedy;tt0421229;Mrs Palfrey at The Claremont;All but abandoned by her family in a London retirement hotel, an elderly woman strikes up a curious friendship with a young writer.;2.6982;0.0;1.0;2005-11-25;1720953.0;108.0;1.0;6.8;10.0
12000000.0;Action;tt0479884;Crank;Professional assassin Chev Chelios learns his rival has injected him with a poison that will kill him if his heart rate drops.;12.627593;4.0;1.0;2006-08-31;42931041.0;88.0;3.0;6.6;1172.0
40000000.0;Adventure;tt1701210;Black Gold;On the Arabian Peninsula in the 1930s, two warring leaders come face to face. The victorious Nesib, Emir of Hobeika, lays down his peace terms to rival Amar, Sultan of Salmaah. The two men agree that neither can lay claim to the area of no man’s land between them called The Yellow Belt. In return, Nesib adopts Amar’s two boys Saleeh and Auda as a guarantee against invasion. Twelve years later, Saleeh and Auda have grown into young men. Saleeh, the warrior, itches to escape his gilded cage and return to his father’s land. Auda cares only for books and the pursuit of knowledge. One day, their adopted father Nesib is visited by an American from Texas. He tells the Emir that his land is blessed with oil and promises him riches beyond his wildest imagination. Nesib imagines a realm of infinite possibility, a kingdom with roads, schools and hospitals all paid for by the black gold beneath the barren sand. There is only one problem. The precious oil is located in the Yellow Belt.;6.652197;5.0;4.0;2011-12-21;5446000.0;130.0;1.0;5.9;77.0
20000000.0;Drama;tt0402910;Chaos;Two cops, a rookie and a grizzled vet, pursue an accomplished bank robber.;9.51795;8.0;3.0;2005-01-17;10289.0;106.0;1.0;6.1;278.0
51000000.0;Animation;tt0414853;Barnyard;When things get crazy at the farm, it's up to a boisterous bovine named Otis (voiced by Kevin James) to save the day in this computer-animated tale. The animals in this barnyard sing, dance and party, but Otis's stern dad (Sam Elliott) warns the crew to keep their cool around humans. Troublemaker Otis rarely listens to his pop, but when the farmer disappears and the animals go nutty, the young cow realizes he must stop the madness.;6.984949;3.0;2.0;2006-08-04;72779000.0;90.0;1.0;5.3;230.0
12000000.0;Music;tt0462590;Step Up;Everyone deserves a chance to follow their dreams, but some people only get one shot. Tyler Gage is a rebel from the wrong side of Baltimore's tracks and the only thing that stands between him and an unfulfilled life are his dreams of one day making it out of there. Nora is a privileged ballet dancer attending Baltimore's ultra-elite Maryland School of the Arts;14.21769;4.0;1.0;2006-08-11;114194847.0;104.0;1.0;6.7;1092.0
35000000.0;Family;tt0383060;Zoom;"Jack Shepard is an out-of-shape auto shop owner, far removed from the man who once protected the world's freedom. Reluctantly called back into action by the government, Jack is tasked with turning a rag tag group of kids with special powers into a new generation of superheroes to save the world from certain destruction. Based on Jason Lethcoe's graphic novel ""Zoom's Academy for the Super Gifted"".";11.967444;2.0;1.0;2006-08-11;12506188.0;83.0;1.0;4.9;140.0
8000000.0;Action;tt0479647;Bon Cop Bad Cop;When the body of the executive of hockey Benoit Brisset is found on the billboard of the border of Quebec and Ontario, the jurisdiction of the crime is shared between the two police forces and detectives David Bouchard from Montreal and Martin Ward from Toronto are assigned to work together. With totally different styles, attitudes and languages.;5.397604;2.0;1.0;2006-07-06;12671300.0;;2.0;6.5;43.0
700000.0;Drama;tt0468489;Half Nelson;Despite his dedication to the junior-high students who fill his classroom, idealistic teacher Dan Dunne leads a secret life of addiction that the majority of his students will never know. But things change when a troubled student Drey makes a startling discovery of his secret life, causing a tenuous bond between the two that could either end disastrously or provide a catalyst of hope.;12.155115;6.0;1.0;2006-08-11;4911725.0;107.0;1.0;6.5;243.0
12000000.0;Fantasy;tt0410764;Tideland;Because of the actions of her irresponsible parents, a young girl is left alone on a decrepit country estate and survives inside her fantastic imagination.;6.796465;1.0;2.0;2005-09-09;566611.0;120.0;1.0;6.3;147.0
662141.0;Fantasy;tt0035703;Cabin in the Sky;"Chronic gambler and carouser ""Little"" Joe Jackson is shot by Domino Johnson at Jim Henry's gambling club over an outstanding gambling debt. Little Joe's wife, the God-fearing Petunia Jackson, prays not only for her husband's mortal life, but also his eternal soul as she's afraid that if he dies now, he, despite not being an evil man, won't make it into heaven. As Little Joe is close to death, he is visited by agents of both the Lord and of Lucifer. They make a deal with him: they will give him six months to atone for the errors of his human life. Once back on Earth, he won't remember the deal but both the Lord and Lucifer will be watching over him, trying to get him to see things their way. As both sides try to get Little Joe's soul, they figure that some of the most powerful tools they have at their disposal are the women in Little Joe's life: Petunia on behalf of the Lord, and Georgia Brown, a gold-digging floozy, on behalf of Lucifer.";1.233446;1.0;1.0;1943-04-09;1606624.0;98.0;1.0;7.1;8.0
23000000.0;Comedy;tt0384793;Accepted;A high school slacker who's rejected by every school he applies to opts to create his own institution of higher learning, the South Harmon Institute of Technology, on a rundown piece of property near his hometown.;7.06088;2.0;1.0;2006-08-18;38505009.0;93.0;1.0;6.2;412.0
40000000.0;Fantasy;tt0443543;The Illusionist;With his eye on a lovely aristocrat, a gifted illusionist named Eisenheim uses his powers to win her away from her betrothed, a crowned prince. But Eisenheim's scheme creates tumult within the monarchy and ignites the suspicion of a dogged inspector.;11.494009;5.0;2.0;2006-08-18;86915017.0;110.0;1.0;7.1;1657.0
15000000.0;Drama;tt0436697;The Queen;The Queen is an intimate behind the scenes glimpse at the interaction between HM Elizabeth II and Prime Minister Tony Blair during their struggle, following the death of Diana, to reach a compromise between what was a private tragedy for the Royal family and the public's demand for an overt display of mourning.;7.904371;8.0;4.0;2006-09-15;123384128.0;103.0;3.0;6.8;344.0
17500000.0;Comedy;tt0486551;Beerfest;During a trip to Germany to scatter their grandfather's ashes, German-American brothers Todd and Jan discover Beerfest, the secret Olympics of downing stout, and want to enter the contest to defend their family's beer-guzzling honor. Their Old Country cousins sneer at the Yanks' chances, prompting the siblings to return to America to prepare for a showdown the following year.;7.481125;1.0;1.0;2006-08-25;19179969.0;110.0;2.0;5.8;173.0
40000000.0;Mystery;tt0450345;The Wicker Man;A sheriff investigating the disappearance of a young girl from a small island discovers there's a larger mystery to solve among the island's secretive, neo-pagan community.;9.423256;9.0;3.0;2006-09-01;38755073.0;102.0;1.0;4.0;355.0
5800000.0;Action;tt0473024;Crossover;The clock strikes midnight, money changes hands, the crowd is on their feet, and the court is alive with fast-paced razzle-dazzle basketball. These players don't play for a school or a pro team. They play for the street and it's underground...way underground.;0.906143;3.0;1.0;2006-09-01;7000000.0;95.0;1.0;4.2;10.0
900000.0;Drama;tt0414951;The Quiet;After her widowed father dies, deaf teenager Dot moves in with her godparents, Olivia and Paul Deer. The Deers' daughter, Nina, is openly hostile to Dot, but that does not prevent her from telling her secrets to her silent stepsister, including the fact that she wants to kill her lecherous father.;4.997751;1.0;1.0;2005-09-12;381420.0;96.0;1.0;6.1;73.0
6500000.0;Drama;tt0460989;;In 1920s Ireland young doctor Damien O'Donovan prepares to depart for a new job in a London hospital. As he says his goodbyes at a friend's farm, British Black and Tans arrive, and a young man is killed. Damien joins his brother Teddy in the Irish Republican Army, but political events are soon set in motion that tear the brothers apart.;6.752524;16.0;8.0;2006-06-23;22889018.0;124.0;3.0;7.1;155.0
20000000.0;Action;tt0475944;The Covenant;Four young men who belong to a supernatural legacy are forced to battle a fifth power long thought to have died out. Another great force they must contend with is the jealousy and suspicion that threatens to tear them apart.;12.72212;1.0;1.0;2006-09-08;37597471.0;97.0;;5.2;295.0
2000000.0;Drama;tt0423169;Sherrybaby;After serving time in prison, former drug addict Sherry Swanson returns home to reclaim her young daughter from family members who have been raising the child. Sherry's family, especially her sister-in-law, doubt Sherry's ability to be a good mother, and Sherry finds her resolve to stay clean slowly weakening.;3.319349;1.0;1.0;2006-09-08;622806.0;96.0;1.0;6.3;43.0
30000000.0;Adventure;tt0387808;Idiocracy;To test its top-secret Human Hibernation Project, the Pentagon picks the most average Americans it can find - an Army private and a prostitute - and sends them to the year 2505 after a series of freak events. But when they arrive, they find a civilization so dumbed-down that they're the smartest people around.;12.130803;2.0;1.0;2006-09-01;495303.0;84.0;1.0;6.3;681.0
35000000.0;Drama;tt0414993;The Fountain;Spanning over one thousand years, and three parallel stories, The Fountain is a story of love, death, spirituality, and the fragility of our existence in this world.;11.577121;5.0;1.0;2006-09-06;15304890.0;96.0;1.0;6.8;852.0
6000000.0;Comedy;tt0354899;La science des rêves;A man entranced by his dreams and imagination is lovestruck with a French woman and feels he can show her his world.;10.603991;6.0;2.0;2006-02-11;9524340.0;105.0;3.0;6.8;253.0
1549000.0;Action;tt0439630;Tau man ji D;After winning his first competition, Takumi focuses his attention on drift racing, a sport he has unknowingly perfected while delivering tofu in his father's Toyota AE86.;4.331811;4.0;2.0;2005-05-12;7096000.0;107.0;2.0;6.3;46.0
50000000.0;Drama;tt0387877;The Black Dahlia;Lee Blanchard and Bucky Bleichert are former boxers-turned-cops in 1940s Los Angeles and, when an aspiring young actress turns up dead, Blanchard and Bleichert must grapple with corruption, narcissism, stag films and family madness as they pursue the killer.;6.506572;8.0;3.0;2006-09-15;49111202.0;121.0;1.0;5.7;292.0
